playerID,team_id,fullName,posType,position 
8474053,28,Logan Couture,Forward,C
8474230,28,Micheal Haley,Forward,C
8474578,28,Erik Karlsson,Defenseman,D
8474679,28,Gustav Nyquist,Forward,C
8474889,28,Martin Jones,Goalie,G
8475169,28,Evander Kane,Forward,LW
8475455,28,Brenden Dillon,Defenseman,D
8475820,28,Joonas Donskoi,Forward,RW
8475834,28,Marcus Sorensen,Forward,LW
8475841,28,Tim Heed,Defenseman,D
8476624,28,Barclay Goodrow,Forward,RW
8476881,28,Tomas Hertl,Forward,C
8477046,28,Joakim Ryan,Defenseman,D
8477180,28,Aaron Dell,Goalie,G
8477312,28,Antoine Bibeau,Goalie,G
8477922,28,Melker Karlsson,Forward,C
8478099,28,Kevin Labanc,Forward,RW
8478414,28,Timo Meier,Forward,RW
8480160,28,Radim Simek,Defenseman,D
8480780,28,Lukas Radil,Forward,C
8476850,29,Ryan Murray,Defenseman,D
8471273,29,Brandon Dubinsky,Forward,C
8471717,29,Adam McQuaid,Defenseman,D
8473422,29,Nick Foligno,Forward,LW
8474062,29,Riley Nash,Forward,C
8474715,29,Cam Atkinson,Forward,RW
8475168,29,Matt Duchene,Forward,C
8475233,29,David Savard,Defenseman,D
8475683,29,Sergei Bobrovsky,Goalie,G
